step,eta,height,width,size,aspect_ratio,diffusion_time,elapsed_time
87,2.0,28,19,88,1.4736842105263157,0.4840831756591797,46.70027995109558
88,2.0,29,19,89,1.5263157894736843,0.9122874736785889,47.6127073764801
89,2.0,29,19,90,1.5263157894736843,0.7384188175201416,48.351269006729126
90,2.0,29,19,91,1.5263157894736843,0.3287622928619385,48.68020796775818
91,2.0,29,19,92,1.5263157894736843,0.8455493450164795,49.52629256248474
92,2.0,29,19,93,1.5263157894736843,0.6990892887115479,50.22552013397217
93,2.0,29,19,94,1.5263157894736843,0.46321678161621094,50.68891501426697
94,2.0,29,19,95,1.5263157894736843,0.7450170516967773,51.43412756919861
95,2.0,30,19,96,1.5789473684210527,0.5879006385803223,52.022217750549316
96,2.0,30,19,97,1.5789473684210527,0.8831126689910889,52.90552759170532
97,2.0,30,19,98,1.5789473684210527,0.8937766551971436,53.79949975013733
98,2.0,30,19,99,1.5789473684210527,0.651207685470581,54.45083141326904
99,2.0,31,19,100,1.631578947368421,0.8804631233215332,55.33141875267029
